Harga_Asli,kecamatan,bedroom,bathrooms,jumlah_guest_toilet,lantai,area_digunakan,luas_tanah,latitude,longitude,dist_SD,dist_SMP,dist_SMA_SMK,dist_Universitas,dist_Fasilitas_Kesehatan,dist_Mall,dist_Supermarket,dist_Minimarket,dist_Stasiun,dist_Terminal,dist_Bandara,dist_Halte,dist_Entry_Exit_Tol,road_score,has_exit_tol,AC,Air,Alarm,Balkon,Berperabot lengkap,Dapur lengkap,Dapur terpadu,Deck,Fully fenced,Garasi,Gas alam,Halaman,Halaman terbuka,Internet,Jacuzzi,Jaringan internet,Kabel video,Kitchen set,Lemari pakaian bawaan,Listrik,Pagar penuh,Pemanas ruangan,Pemanasan,Pemandangan panorama,Pendingin ruangan (AC),Perapian,Ruang kantor,Ruang layanan,Rubanah,Sebagian perabotan,Setengah terpisah,Sistem Alarm,TV kabel,Tangki air,Tanpa perabotan,Teras,Wifi,Akses bagi penyandang disabilitas,Angkat,Area anak-anak,BBQ Area,Cctv,Gym,Keamanan,Keamanan 24 jam,Kolam renang,Lapangan tenis,Panggang,Pramutamu,Pustaka,Rumah jaga,Sauna,Spa,Spa dan Sauna,Taman,Taman atap,Taman bermain anak,Tidak Ada
38,Krian,2,1,1,1,180,180,-7.40299,112.5873906,5.680902608,1.908363811,1.678408623,13.40987172,1.932856415,14.67713014,13.78695269,0.734168206,1.111573591,1.159527555,22.12661877,1.066151869,27.44098755,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55.2,Prambon,2,1,1,1,56,90,-7.4457506,112.5707595,7.512014843,4.41347128,4.167224303,17.94663175,4.087033105,16.98347827,15.3621167,4.647398506,2.683336435,4.552517386,27.50818548,2.34518898,32.82255427,2,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
65,Sidoarjo,2,1,1,1,34,60,-7.412324,112.5378369,14.10777388,4.521358592,5.739249833,19.67989096,5.993697625,20.98096278,19.67509937,0.176468657,4.24756786,5.531233316,28.39663801,4.535996651,33.7110068,5,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
192,Gedangan,0,1,0,1,138,90,-7.3787248,112.7160377,2.009647475,3.696261636,3.899356173,6.742995128,2.007332454,3.801477265,3.779568114,2.354204691,2.723350283,4.854938334,6.651141048,2.575503755,22.59969491,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,Waru,3,2,0,2,36,72,-7.3517813,112.7846068,3.655698466,4.153966852,4.333047014,2.145324082,1.337944385,8.962938975,1.481955455,0.333828139,7.489622164,5.530774531,4.345481477,7.470763013,1.145830679,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Sukodono,2,1,1,1,180,150,-7.3914287,112.6988252,0.544382914,2.336779426,5.736192914,6.735769305,2.73238693,6.101791828,2.18121947,1.850357359,5.118060089,6.280646136,9.747784742,5.118060089,20.40781216,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72.5,Sukodono,3,2,2,2,70,94,-7.394061,112.6738809,0.841154993,2.876635709,3.908649488,5.892745572,0.28135024,8.302342463,3.92263492,1.354024066,6.782730801,8.26127735,11.8866952,6.612823097,19.89886834,4,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47.5,Candi,3,2,2,2,110,98,-7.4582505,112.6780867,2.520991612,1.804672419,1.960944447,4.941582566,1.23668338,4.232691087,1.662375548,1.53744406,4.759203597,4.691566796,16.78229529,4.911778019,16.95192761,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,Sidoarjo,2,2,2,2,85,72,-7.4245342,112.6815738,1.167869368,1.481177292,0.216802877,5.175205872,1.834331317,4.212052386,3.118227232,22.15770695,7.345436072,8.073016814,12.95853087,6.302569103,23.83921439,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.5,Taman,2,1,1,1,50,80,-7.37466,112.63835,1.009279292,5.780982939,8.567830392,8.631810493,6.429497225,11.8621924,9.845425969,1.639763075,2.792601143,7.686088855,17.34855754,2.792601143,81.19501354,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
69.8,Krembung,2,1,0,1,228,228,-7.5268,112.6637,7.897964305,5.746944314,11.59598382,5.080471132,2.908489209,13.86411006,4.327001334,3.249704829,5.271918747,11.80931862,25.55894965,5.224403821,21.66326364,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
56.2,Taman,2,1,1,1,44,90,-7.340531,112.7077638,5.039305164,1.793968553,1.388814958,2.737127132,1.397520668,4.059999573,6.423217751,2.81503192,1.531673722,3.223142507,9.867280458,1.36647208,81.19501354,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
75,Taman,2,1,1,1,84,135,-7.3599061,112.7089609,3.02155816,2.5844436,2.387657893,4.07125272,3.777457046,2.613506372,3.542188554,2.569634631,3.02833592,1.937300483,7.593454156,2.726342509,25.60455115,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72.5,Gedangan,2,2,2,2,42,90,-7.371733,112.728444,1.29517701,1.719573804,1.204016127,3.448103446,1.194770087,0.636621284,0.866532805,0.948183389,2.989524088,2.959015945,4.334588057,2.84167756,81.19501354,5,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
55,Buduran,2,1,0,1,180,90,-7.436595,112.694927,2.305282635,1.091080798,3.925477366,3.50384699,4.093047567,2.540693504,3.146910149,25.70403532,5.67407719,6.67435079,15.58889553,4.631210221,27.31766661,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,Wonoayu,3,2,0,1,285,175,-7.446138,112.6514882,3.785473978,3.578061409,2.194564528,7.52916114,4.678234921,6.566007654,4.944646087,3.466680612,2.316424651,7.973837334,18.28095985,2.316424651,19.3192694,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,Taman,3,1,1,1,200,165,-7.3782579,112.7083503,1.848865457,2.600639194,4.279994266,5.454273438,0.273037526,3.346093107,2.062389902,0.30680065,3.577739425,3.759315892,7.209920007,3.448345432,21.74025157,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.5,Wonoayu,2,1,1,1,34,10,-7.43716,112.62222,5.286116211,5.405134203,5.784942801,10.82911688,5.527251475,9.865963395,8.244601828,6.644070176,5.362372097,6.297998062,21.3868827,5.362372097,29.86655689,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
37,Taman,2,1,0,1,130,75,-7.3589157,112.6810879,3.958887031,1.892287961,1.726992546,1.860381441,1.630770297,5.065770285,3.456460256,1.234408478,2.75036667,4.228913219,10.55213542,2.580458966,81.19501354,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,Sedati,2,0,1,1,162,162,-7.36682009,112.786307,3.415882371,3.675993875,3.756965873,5.0671331,2.883583248,7.670686098,3.404673212,2.474458236,7.510868877,2.675625425,2.555909224,7.510868877,4.59004103,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60.1,Krian,2,1,0,1,36,90,-7.40299,112.5873906,5.680902608,1.908363811,1.678408623,13.40987172,1.932856415,14.67713014,13.78695269,0.734168206,1.111573591,1.159527555,22.12661877,1.066151869,27.44098755,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,Sedati,3,2,0,2,99,99,-7.3756205,112.7575683,0.718346209,3.136248352,4.162110205,5.479471909,1.081442893,4.86398908,2.177970483,0.510957903,4.356460532,2.768890209,0.828628272,4.480715511,8.159314559,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Sidoarjo,1,2,2,2,110,96,-7.46476925,112.7340657,1.012259965,2.008713575,1.75670743,3.014207767,1.810848725,3.509905682,0.55654268,1.400599353,3.235175099,3.350519832,12.91602379,3.30801712,5.338886264,3,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Buduran,3,3,0,2,36,72,-7.44390981,112.7027636,1.205382377,0.421833269,0.803075777,1.307418131,0.926809772,2.123425684,0.95048129,2.469566219,3.477648331,4.477921931,12.55783521,2.434781362,0.913708932,2,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
120,Waru,3,2,0,1,190,84,-7.350897,112.7384808,2.508679389,1.922518786,2.756028899,0.689014091,3.410048316,2.601558912,0.106056948,1.729885651,1.217806528,2.694114796,5.183194248,1.198947377,81.19501354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,Sidoarjo,3,2,0,1,36,72,-7.4217,112.5322,13.81773375,5.633311884,6.851203125,20.82565765,7.105650917,21.49493989,19.87357832,1.787440015,3.87899293,6.643186608,29.54240469,3.874138192,34.85677348,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Waru,2,1,1,1,55,102,-7.3541506,112.8078629,6.607422332,7.175411909,7.391869212,1.880076281,4.310181103,11.94079619,6.064008708,4.273003269,10.46185888,7.540858426,0.95572685,10.44299973,4.306676506,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,Gedangan,2,2,0,1,36,71,-7.4082894,112.7137227,1.830498074,2.08822795,3.484867096,3.424266329,1.981170282,5.387991722,1.932667994,2.053380665,3.656459039,8.413422005,8.286183692,3.656459039,21.73087129,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
33,Prambon,4,1,0,1,240,260,-7.4607526,112.5826176,4.570282991,7.354271093,6.838073563,16.60661797,6.727393743,15.64346448,13.8247922,7.588198319,5.535424541,7.493317199,27.16438379,5.235077032,23.48973381,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,Sukodono,3,2,0,1,36,72,-7.394061,112.6738809,0.841154993,2.876635709,3.908649488,5.892745572,0.28135024,8.302342463,3.92263492,1.354024066,6.782730801,8.26127735,11.8866952,6.612823097,19.89886834,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,Taman,2,1,1,2,100,90,-7.36625948,112.7065874,0.553141034,1.655737095,3.038385731,3.981910213,1.167300583,3.14082319,2.268436372,1.242744466,3.679063758,2.64734387,7.00465009,3.752360744,23.22515076,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
79.5,Taman,2,1,0,1,79,135,-7.374592,112.6395609,1.190093852,5.961797499,6.710333354,6.774313454,5.944511024,10.00469536,8.395385331,1.006884371,2.973415704,7.866903416,15.4910605,2.973415704,81.19501354,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40.7,Waru,2,1,1,1,43,72,-7.3503078,112.7674661,1.10438002,1.229006217,1.445463521,3.972977345,0.373224262,5.970825657,4.238193775,0.837264716,4.491888353,5.123691752,3.893532255,4.473029203,5.266527028,4,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
42.5,Krian,2,1,1,1,38,65,-7.40299,112.5873906,5.680902608,1.908363811,1.678408623,13.40987172,1.932856415,14.67713014,13.78695269,0.734168206,1.111573591,1.159527555,22.12661877,1.066151869,27.44098755,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
40.1,Sedati,2,1,1,1,36,72,-7.39815958,112.7624206,1.913282359,4.655621451,0.319972509,3.612044076,1.996864314,6.493143135,4.327798067,2.595255537,4.595445558,3.647754548,2.878079187,4.595445558,11.14303231,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.5,Jabon,3,1,0,1,72,72,-7.572655,112.7680968,17.27313938,15.25793242,20.00636332,11.13293473,11.05954322,21.30653589,11.57324403,11.05652708,11.11342123,19.43345734,33.1501045,11.11342123,81.19501354,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,Candi,2,1,1,1,80,158,-7.4777576,112.7313755,0.496597492,2.081597009,2.334920379,3.430192316,1.418589818,5.054200238,2.062513602,0.243709329,4.451444884,3.357784538,14.42199471,4.524286904,13.96963668,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20,Krian,2,1,1,1,100,73,-7.4204349,112.5888673,8.742030527,2.381211622,1.283440962,16.60999356,0.836171806,15.64684007,14.02547851,1.952990507,2.034130521,1.606918393,24.81377748,1.854265346,30.12814627,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
59.8,Taman,2,1,0,1,135,135,-7.3730239,112.6471451,1.769029914,5.834307965,5.905824475,5.969804575,4.898772963,9.200186481,7.590876452,1.987234356,3.953765688,8.363329415,14.68655162,3.953765688,81.19501354,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40.5,Waru,2,1,1,1,40,90,-7.3503078,112.7674661,1.10438002,1.229006217,1.445463521,3.972977345,0.373224262,5.970825657,4.238193775,0.837264716,4.491888353,5.123691752,3.893532255,4.473029203,5.266527028,4,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
125,Waru,3,2,1,1,120,90,-7.3404656,112.7768891,0.062038409,3.427606679,3.601126153,2.896837419,1.109663257,8.012775166,0.506039765,2.041913865,6.533837863,6.514175012,5.096994815,6.514978712,3.630037376,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62.5,Sedati,2,1,0,1,90,120,-7.3951247,112.8082562,0.818135689,9.157496431,6.313394338,3.048718921,5.975452667,10.67699807,8.495617132,3.878478723,9.970136162,3.725241879,3.825548737,10.13624972,8.687826904,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,Sidoarjo,7,6,0,1,40,90,-7.45642007,112.7082216,2.221027676,1.206760048,1.208938214,1.214147161,1.514494326,1.49493643,1.203136655,2.340758057,2.166997081,3.375929384,13.34719675,1.04340712,1.813069621,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
110,Waru,2,1,0,1,43,75,-7.3546904,112.7872976,4.218107971,3.558705354,3.737785516,2.707733586,1.90035389,8.367677477,2.04436496,0.261433359,7.011233868,4.935513033,4.907890982,6.992374718,2.132117792,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55.2,Prambon,2,1,0,1,240,120,-7.4457506,112.5707595,7.512014843,4.41347128,4.167224303,17.94663175,4.087033105,16.98347827,15.3621167,4.647398506,2.683336435,4.552517386,27.50818548,2.34518898,32.82255427,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
70,Krian,3,2,2,1,36,72,-7.4316249,112.5779178,9.187110337,3.00431161,2.246233013,17.13716127,2.163547594,16.17400778,14.55264621,2.990165292,3.071305307,2.644093179,25.85095226,2.891440131,31.16532105,3,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35,Candi,2,1,0,1,55,50,-7.4980086,112.7133981,2.318381387,4.899167047,4.372621732,2.258560078,4.25936869,6.255119287,6.090927141,3.856773106,2.721342216,4.382040734,18.13167177,2.634829595,14.86898803,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,Gedangan,2,1,0,1,48,90,-7.3991599,112.7464556,0.820217127,2.760478192,2.23077269,5.510793565,2.853430658,5.948787948,2.432654808,1.508377988,3.31512056,4.877950964,3.821284115,3.31512056,9.210795618,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,Sidoarjo,4,2,0,2,36,72,-7.4577208,112.7308424,1.781656433,1.124190261,1.238013101,2.581722456,1.162272247,2.984307473,1.086623588,2.225246572,2.709576891,2.91362563,13.05628338,2.800977864,4.813288055,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,Gedangan,3,2,0,2,120,99,-7.3862316,112.7174724,0.943499745,3.507114178,2.523402802,6.81488266,0.314100172,4.003400498,2.657443416,0.424855559,1.814481152,5.920622703,6.444205805,2.424155889,21.10098933,3,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
80,Taman,3,2,2,3,36,72,-7.3570383,112.6934908,2.541244384,1.726272604,1.091337509,1.605628436,0.830631306,3.81902841,2.038817608,0.506774248,1.908862858,2.982171344,9.134492777,1.738955154,81.19501354,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
170,Waru,4,2,0,1,91,91,-7.3433654,112.768599,1.364967968,2.057820605,2.231340079,3.581449694,1.521887456,6.642989092,0.372573759,1.708462682,5.164051788,5.994889718,5.78160709,5.145192638,5.092216824,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44.9,Sedati,2,1,1,1,36,72,-7.40599519,112.7714627,3.780121816,6.259348955,2.290386887,3.167156814,3.863703772,8.376775495,5.931525571,4.403900596,6.479077918,4.105865441,4.105865441,6.479077918,10.22619868,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,Porong,2,1,1,1,54,90,-7.5402368,112.69314,6.558201124,4.349073216,9.411074638,0.895717024,0.91625615,11.29357219,0.514138072,0.616263108,1.226677013,9.420493641,23.17012468,1.226677013,81.19501354,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
79,Waru,2,1,0,1,160,160,-7.3489336,112.8057088,5.741537308,6.309526884,6.525984188,1.014191257,3.444296079,11.07491116,5.198123684,3.407118245,9.595973857,7.774828764,1.189697188,9.577114707,3.440791482,3,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.5,Sukodono,2,1,0,1,70,91,-7.408064,112.6943559,1.389154201,2.538243089,3.008517048,5.130514347,3.239714028,5.936832632,1.428024017,1.49751217,6.007195849,9.49202783,10.6369205,6.007195849,22.54943847,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,Sedati,2,1,0,1,40,90,-7.3928719,112.7896966,2.242360238,7.607090304,5.280769361,5.384115307,3.770760861,8.472306267,6.534126929,4.844033148,7.807302936,2.367128024,5.813613164,7.931557915,9.653381329,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
110,Buduran,4,2,2,2,66,66,-7.4221052,112.7112938,2.382631484,1.970459102,2.211310727,2.157881921,3.179775971,3.045734627,1.544608409,1.544608409,6.219551174,6.599721019,10.03966992,5.250799291,23.29743002,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
