Harga_Asli,kecamatan,bedroom,bathrooms,jumlah_guest_toilet,lantai,area_digunakan,luas_tanah,latitude,longitude,dist_SD,dist_SMP,dist_SMA_SMK,dist_Universitas,dist_Fasilitas_Kesehatan,dist_Mall,dist_Supermarket,dist_Minimarket,dist_Stasiun,dist_Terminal,dist_Bandara,dist_Halte,dist_Entry_Exit_Tol,road_score,has_exit_tol,AC,Air,Alarm,Balkon,Berperabot lengkap,Dapur lengkap,Dapur terpadu,Deck,Fully fenced,Garasi,Gas alam,Halaman,Halaman terbuka,Internet,Jacuzzi,Jaringan internet,Kabel video,Kitchen set,Lemari pakaian bawaan,Listrik,Pagar penuh,Pemanas ruangan,Pemanasan,Pemandangan panorama,Pendingin ruangan (AC),Perapian,Ruang kantor,Ruang layanan,Rubanah,Sebagian perabotan,Setengah terpisah,Sistem Alarm,TV kabel,Tangki air,Tanpa perabotan,Teras,Wifi,Akses bagi penyandang disabilitas,Angkat,Area anak-anak,BBQ Area,Cctv,Gym,Keamanan,Keamanan 24 jam,Kolam renang,Lapangan tenis,Panggang,Pramutamu,Pustaka,Rumah jaga,Sauna,Spa,Spa dan Sauna,Taman,Taman atap,Taman bermain anak,Tidak Ada
79,Candi,3,2,2,2,91,91,-7.4869501,112.6973995,0.514303157,3.700544154,5.632754982,2.782798504,5.056800767,6.594604673,4.965297271,1.945691365,4.324607315,4.721526121,18.47115716,4.238094694,14.29469537,3,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50,Buduran,3,2,2,1,100,180,-7.436595,112.694927,2.305282635,1.091080798,3.925477366,3.50384699,4.093047567,2.540693504,3.146910149,25.70403532,5.67407719,6.67435079,15.58889553,4.631210221,27.31766661,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
79,Gedangan,8,8,8,2,72,72,-7.3931554,112.7137227,1.427696917,2.292899707,2.524200872,5.469010056,1.055518202,4.400855787,2.137339751,0.978425217,1.835427229,6.021746977,6.465151882,1.835427229,20.25755355,3,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.5,Krembung,2,1,0,1,36,78,-7.5268,112.6637,7.897964305,5.746944314,11.59598382,5.080471132,2.908489209,13.86411006,4.327001334,3.249704829,5.271918747,11.80931862,25.55894965,5.224403821,21.66326364,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Sukodono,2,1,1,1,45,78,-7.40908657,112.6988251,2.053716135,1.107973873,3.673078982,4.64627499,4.0680474,5.452593274,0.94378466,0.29507586,4.576926633,9.088114087,9.206651286,4.576926633,21.11916926,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
33,Buduran,2,1,0,1,37,72,-7.42211248,112.7510514,2.018592749,3.426780117,3.89321231,4.006138253,4.568074378,6.498017607,5.211334848,2.088618505,6.132908949,7.076847567,6.307172207,6.132908949,8.951967362,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,Waru,1,1,1,2,180,295,-7.3503078,112.7674661,1.10438002,1.229006217,1.445463521,3.972977345,0.373224262,5.970825657,4.238193775,0.837264716,4.491888353,5.123691752,3.893532255,4.473029203,5.266527028,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.01,Prambon,2,1,0,1,250,187,-7.4457506,112.5707595,7.512014843,4.41347128,4.167224303,17.94663175,4.087033105,16.98347827,15.3621167,4.647398506,2.683336435,4.552517386,27.50818548,2.34518898,32.82255427,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
78,Tulangan,2,1,1,1,36,90,-7.45093908,112.6243345,6.85462799,6.551932654,6.126588285,11.4611849,7.046782702,10.49803141,8.876669844,6.030164344,4.496688276,7.817529289,22.01895072,4.496688276,20.66948306,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
30,Krian,2,1,0,1,50,75,-7.4035807,112.5985785,5.541533958,3.20246619,3.073874225,13.27050307,3.226958794,13.44270902,13.02399991,2.028270585,2.40567597,2.453629934,21.56767789,2.360254248,27.3016189,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
38,Waru,2,1,1,1,42,90,-7.3432711,112.7683327,1.377339183,1.996591986,2.17011146,3.59382091,1.441414916,6.581760473,0.384944975,1.627990143,5.10282317,5.914417178,5.793978306,5.083964019,5.10118704,4,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
150,Gedangan,2,1,0,1,91,91,-7.3917721,112.7306701,0.811598983,1.229690775,1.376210914,4.585753045,1.403435301,3.8173734,0.570550072,1.337333273,1.050606099,6.139768061,4.818852244,1.050606099,81.19501354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69.5,Krembung,2,1,0,1,700,453,-7.50875445,112.6226665,4.047952021,10.3908873,11.02631388,10.24330053,8.071318606,14.29488216,9.489830732,9.127927188,7.255431005,14.43484974,26.84448636,7.255431005,21.43141143,4,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
20,Tulangan,2,1,1,1,60,290,-7.487332,112.6288041,4.375954905,9.284825272,8.444275667,11.10794569,8.842156021,11.71284394,8.761595046,6.54588897,4.673392788,11.85281152,24.26244814,4.673392788,18.84937321,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,Waru,3,1,0,1,113,113,-7.3450604,112.7493551,1.973121751,1.104049452,2.249853454,2.348836581,1.92779605,4.271611164,1.7761092,2.861977494,2.88785878,4.364167047,5.566344343,2.868999629,81.19501354,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31.5,Sidoarjo,2,1,1,1,43,75,-7.4283263,112.5036493,15.56396634,9.831131806,11.01521349,24.98966418,6.611942368,25.0231015,23.40173994,3.008475539,5.38045316,10.84100653,33.70641122,5.38045316,39.02078001,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
50,Krian,2,1,1,1,68,90,-7.3980797,112.6213548,3.01934346,4.12690073,5.746586409,10.64997513,5.899670977,12.47398622,9.956073632,2.480108935,1.47770175,5.126342117,18.49975162,3.644039186,24.68109096,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
79.9,Candi,3,2,0,110,50,91,-7.48059252,112.7076925,1.510266828,2.21047548,2.560613361,2.790173885,2.447360318,4.443110916,4.502035328,1.553516699,3.792581722,2.570032363,16.3196634,4.575144836,12.19622822,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
101,Candi,3,3,3,2,55,50,-7.46736755,112.702364,1.742559299,2.276405157,1.299785296,2.342984867,1.920283628,2.988208825,2.22449385,1.408363513,2.337679631,1.571948555,14.86476131,2.925600605,2.661960394,4,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0
46,Prambon,2,1,0,1,260,180,-7.449034,112.569756,7.138616352,4.78686977,4.540622794,17.86388383,4.460431596,16.90073035,15.19554032,5.020796996,3.056734926,4.925915877,27.88158397,2.718587471,25.14395451,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,Gedangan,3,2,0,1,91,91,-7.3917721,112.7306701,0.811598983,1.229690775,1.376210914,4.585753045,1.403435301,3.8173734,0.570550072,1.337333273,1.050606099,6.139768061,4.818852244,1.050606099,81.19501354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,Buduran,3,2,2,2,180,180,-7.436595,112.694927,2.305282635,1.091080798,3.925477366,3.50384699,4.093047567,2.540693504,3.146910149,25.70403532,5.67407719,6.67435079,15.58889553,4.631210221,27.31766661,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62.5,Sidoarjo,3,1,1,1,180,150,-7.43944098,112.7203525,0.724381772,1.49130423,0.917865461,1.698168091,0.9270781,1.435774951,0.158986689,0.073031051,3.165873547,3.546043392,10.40994882,2.582665011,3.563250158,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,Waru,3,3,0,1,90,90,-7.3423873,112.7160201,3.90456633,3.026421859,3.174824613,5.461398662,3.681349585,2.62780336,5.140976759,2.453014206,3.575371797,2.305481959,8.585039466,3.905953331,81.19501354,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.5,Sidoarjo,2,1,1,1,69,90,-7.412324,112.5378369,14.10777388,4.521358592,5.739249833,19.67989096,5.993697625,20.98096278,19.67509937,0.176468657,4.24756786,5.531233316,28.39663801,4.535996651,33.7110068,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Waru,3,2,0,2,50,98,-7.3434451,112.7685874,1.377339183,1.996591986,2.17011146,3.59382091,1.441414916,6.581760473,0.384944975,1.627990143,5.10282317,5.914417178,5.793978306,5.083964019,5.10118704,3,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Buduran,4,2,2,1,90,90,-7.4314275,112.7103755,2.915503562,2.241829046,1.68560752,3.579711887,1.981030826,2.504618564,3.475545415,3.365555595,5.452844112,5.950875328,11.67418471,4.146748421,24.767583,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Waru,4,2,0,2,150,112,-7.3503078,112.7674661,1.10438002,1.229006217,1.445463521,3.972977345,0.373224262,5.970825657,4.238193775,0.837264716,4.491888353,5.123691752,3.893532255,4.473029203,5.266527028,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
38.23,Prambon,2,1,1,1,45,70,-7.4457506,112.5707595,7.512014843,4.41347128,4.167224303,17.94663175,4.087033105,16.98347827,15.3621167,4.647398506,2.683336435,4.552517386,27.50818548,2.34518898,32.82255427,2,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
41,Gedangan,2,1,1,1,40,72,-7.3896762,112.7279598,0.158767307,1.777257755,1.21182274,4.456698371,0.27487645,2.68881455,0.927586993,0.208774423,0.08462473,5.01120921,4.714349383,0.08462473,81.19501354,5,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
46.5,Sedati,2,1,1,1,40,100,-7.3717382,112.7637336,1.055519877,2.530923798,2.379729331,5.851397801,0.925778456,4.842332909,1.457960423,0.343812911,5.271921531,2.616759892,1.74408927,5.39617651,7.514619113,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
38,Buduran,2,1,0,1,120,120,-7.425129,112.7230909,1.91030037,1.39795371,1.106105101,1.052676295,2.292918065,2.740648466,2.107458689,1.941617939,5.114345548,5.494515392,8.711963207,4.531137012,22.15665081,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,Taman,2,1,0,1,36,72,-7.3778578,112.6411193,2.631206094,6.696484144,6.847380941,6.911361041,5.760949143,10.14174295,8.519256637,1.431569858,4.035794456,8.929282168,15.62810809,4.035794456,81.19501354,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45.846,Sedati,3,1,1,1,56,90,-7.3839793,112.7755718,2.029252446,5.640468052,3.314147108,4.489218644,1.804138608,6.505684015,4.567504676,2.269511249,5.840680683,0.229302442,0.229302442,5.964935662,7.840490277,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
59.5,Sukodono,2,1,1,1,60,90,-7.3914287,112.6988252,0.544382914,2.336779426,5.736192914,6.735769305,2.73238693,6.101791828,2.18121947,1.850357359,5.118060089,6.280646136,9.747784742,5.118060089,20.40781216,3,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0
95,Gedangan,3,2,0,1,95,105,-7.3917721,112.7306701,0.811598983,1.229690775,1.376210914,4.585753045,1.403435301,3.8173734,0.570550072,1.337333273,1.050606099,6.139768061,4.818852244,1.050606099,81.19501354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,Wonoayu,2,1,0,1,240,200,-7.44924,112.65048,4.170474831,3.963062262,2.207348998,7.914161993,5.063235774,6.951008507,5.017285319,3.081679759,1.931423798,8.046476567,18.66596071,1.931423798,18.93426854,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
150,Gedangan,5,3,3,1,36,90,-7.391717,112.7306136,0.811598983,1.229690775,1.376210914,4.585753045,1.403435301,3.8173734,0.570550072,1.337333273,1.050606099,6.139768061,4.818852244,1.050606099,81.19501354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49.9,Sedati,2,1,1,1,32,72,-7.3667591,112.8073937,2.778837317,8.468421516,8.68487882,3.173085888,5.60319071,12.56716631,5.74720178,5.768646963,11.75486849,5.61541012,1.454728874,11.75486849,5.599686113,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,Wonoayu,2,1,0,1,300,180,-7.43716,112.62222,5.286116211,5.405134203,5.784942801,10.82911688,5.527251475,9.865963395,8.244601828,6.644070176,5.362372097,6.297998062,21.3868827,5.362372097,29.86655689,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
92.8,Candi,2,2,2,2,70,90,-7.4869501,112.6973995,0.514303157,3.700544154,5.632754982,2.782798504,5.056800767,6.594604673,4.965297271,1.945691365,4.324607315,4.721526121,18.47115716,4.238094694,14.29469537,3,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
97.5,Waru,4,2,2,2,75,105,-7.36466144,112.7342705,1.909111017,1.122709478,1.10394085,2.766745124,1.757960266,1.199811463,1.252696394,0.143978274,2.708045803,3.522206124,4.23983222,3.295537561,81.19501354,4,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
95,Waru,3,2,2,1,91,126,-7.3503078,112.7674661,1.10438002,1.229006217,1.445463521,3.972977345,0.373224262,5.970825657,4.238193775,0.837264716,4.491888353,5.123691752,3.893532255,4.473029203,5.266527028,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49.8,Sedati,3,2,2,1,90,135,-7.3691674,112.7852277,3.648027637,3.90813914,3.989111138,5.299278365,3.115728514,7.902831363,3.636818478,2.706603502,7.743014143,2.907770691,2.78805449,7.743014143,4.822186295,3,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
80,Waru,2,1,1,1,36,72,-7.3464372,112.799382,4.874538618,5.442528194,5.658985498,0.147192566,2.577297389,10.20791247,4.331124994,2.540119555,8.728975167,7.413368683,2.052964829,8.710116017,2.573792792,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,Sukodono,3,1,1,1,50,78,-7.4049961,112.6809479,0.503009276,1.276715338,2.498593462,6.598272604,1.956064845,6.874065994,3.850441389,1.100150633,7.369877811,9.094379998,11.99960246,7.369877811,21.59108542,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Sidoarjo,4,2,0,1,126,112,-7.4540491,112.7066448,1.329265792,1.199338443,1.227777695,0.816918377,1.117265542,1.37170299,1.000657349,2.333336452,2.185836562,3.394768865,13.33977515,0.959526932,1.632499152,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,Tulangan,3,2,0,1,45,128,-7.4726134,112.6675398,3.788485157,4.410160492,3.569610887,7.48807905,3.967491241,6.838179161,3.886930266,1.67122419,3.414253244,6.978146743,19.38778336,3.441593893,14.73138427,2,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
41.6,Sukodono,2,1,1,1,120,78,-7.40402857,112.685637,0.631639549,1.568978968,2.790857091,6.726902877,2.251831624,7.166329623,3.772419021,1.546560159,6.70925964,8.433761828,11.33898429,6.70925964,20.93046725,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
150,Waru,5,3,3,2,105,105,-7.3686011,112.7260764,0.796069207,1.577322561,1.147228722,3.391316041,1.137982682,0.537319173,0.160928547,0.449075587,2.088068219,2.90222854,4.277800652,3.748173928,81.19501354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,Sukodono,3,3,0,1,200,200,-7.3752179,112.6913732,2.792200471,4.117922877,3.695576857,3.997278708,2.311731211,5.521621965,0.38872679,1.508746777,4.336647999,5.115982853,9.385448864,4.166740295,22.99302153,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,Prambon,2,1,0,1,250,187,-7.4443603,112.5842817,6.983025887,5.143511298,4.616392331,16.29226232,4.533706912,15.32910883,13.70774726,5.360324611,4.653181886,5.014252497,26.85002814,4.315034431,33.53548037,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
89.5,Waru,4,3,0,1,91,91,-7.365102,112.7196817,0.549125201,0.365902993,2.476314013,3.971190825,2.441398912,1.743059042,1.55562034,0.952478236,2.588062792,2.033890417,5.606885942,4.328048712,24.43595055,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,Candi,3,2,2,2,40,91,-7.4588931,112.6995701,2.527793492,2.718205268,0.934954892,2.015446077,1.806297044,3.165956113,1.687197023,1.442953144,2.205986772,2.871106665,14.64035507,2.560770201,2.29712999,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
33.5,Prambon,2,1,0,1,252,150,-7.4734,112.559,4.949826158,7.903281944,7.657034968,20.25139813,7.576843769,19.28824464,16.91253111,9.588243289,6.021374632,8.042328051,30.80916395,5.859262664,25.89243591,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,Tulangan,3,1,0,1,104,104,-7.4726134,112.6675398,3.788485157,4.410160492,3.569610887,7.48807905,3.967491241,6.838179161,3.886930266,1.67122419,3.414253244,6.978146743,19.38778336,3.441593893,14.73138427,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,Gedangan,3,1,1,1,69,98,-7.3941638,112.7472474,1.957249922,3.046202176,2.516496674,6.453146686,4.28994321,6.367611845,3.239073351,2.645410783,3.600844544,5.959235737,4.902568887,3.600844544,10.29208039,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
97,Gedangan,2,1,0,1,32,72,-7.3885665,112.7323259,0.293057018,1.308594815,0.5520178,5.005422535,0.884893335,3.298831435,0.996987213,0.818791308,0.532064133,5.621226095,4.300310279,1.125763389,81.19501354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
